first_harmonic,second_harmonic,on_pareto_front,representative,delay_variance_ratio_to_lfm,delay_std_ratio_to_lfm,rms_bandwidth_hz,mainlobe_width_samples,peak_sidelobe_db,peak_sidelobe_amplitude_ratio_to_lfm,integrated_sidelobe_db,integrated_sidelobe_energy_ratio_to_lfm,doppler_coupling_samples_per_hz,doppler_coupling_ratio_to_lfm,doppler_fit_residual_rms_samples
0.039999999999999994,-0.020000000000000004,True,,0.9105773780718281,0.9542417817680319,37851.67281662504,16,-12.56715376155839,1.111383647830452,-7.659422723416547,1.6208165187869634,0.007680739514841258,0.9537925629826658,0.0012871805824558298
0.039999999999999994,-0.009999999999999995,True,,0.9189196835970367,0.9586029853891739,37679.46507779025,16,-12.057536028552251,1.1785415251690285,-7.849684854951265,1.5513423236682813,0.007715715471929546,0.9581358697293079,0.0013802643693856548
0.039999999999999994,0.0,True,,0.9271590555154335,0.9628909883862418,37511.66865936882,16,-11.584501791776066,1.2445048718087042,-7.944233680050977,1.5179335448252709,0.007749185648828326,0.962292189019408,0.0014749242866011509
0.05,-0.05,True,,0.8693403184261017,0.9323842118065394,38739.01687100996,16,-12.224478911375932,1.156106239509151,-6.349213143010073,2.1915673024080786,0.007500072944952579,0.9313574276149783,0.000907132297784998
0.05,-0.04,True,,0.8776316297020709,0.9368199558624223,38555.591696577016,16,-12.873272311879017,1.0728971090049348,-6.7131361639424325,2.0154058283434195,0.007537740325579859,0.9360349547515147,0.0009841119790720736
0.05,-0.03,True,,0.8858478289345447,0.9411948942352719,38376.37447107524,16,-12.695410975121542,1.0950933504938287,-7.026738940276312,1.8750041466624556,0.007574133216003211,0.9405542159716308,0.0010643941031201526
0.05,-0.020000000000000004,True,,0.8939801959429908,0.9455052596062017,38201.42441775576,16,-12.154221433759776,1.1654955480954845,-7.277560315940757,1.7697833092032247,0.0076091836265960305,0.9449067683382777,0.0011474624400318453
0.05,-0.009999999999999995,True,,0.9020198184600245,0.9497472392484353,38030.80042645816,16,-11.652866774857022,1.2347480583627304,-7.452652832990027,1.6998509537384756,0.007642823212353258,0.9490841247835866,0.0012327975752321602
0.05,0.0,True,,0.909957607414906,0.9539169814060896,37864.560979086345,16,-11.187153289208032,1.3027588321786066,-7.540016144415244,1.6659981396557926,0.007674983460622626,0.9530777774212953,0.0013198793133457306
0.06000000000000001,-0.05,True,,0.8539816625017438,0.9241112825313539,39085.820500423724,14,-12.165278228220462,1.1640128621944321,-5.982836854689939,2.3844731752382646,0.007433157199818165,0.9230478449332166,0.0008029935938096235
0.06000000000000001,-0.04,True,,0.8619812481881269,0.9284294524562041,38904.03047413092,14,-12.759430576557856,1.087051605562833,-6.315707844257403,2.208540369879754,0.007469473965232536,0.9275576529662689,0.0008721547229761656
0.06000000000000001,-0.03,True,,0.8699057061833712,0.9326873571478125,38726.42577882891,14,-12.308595497412682,1.1449642214349058,-6.601975051123769,2.0676575970132185,0.007504533598144912,0.931911350558553,0.0009447126077949306
0.06000000000000001,-0.020000000000000004,True,,0.8777467040114779,0.9368813713653815,38553.06425700109,14,-11.775439323320553,1.2174460486853862,-6.830664550361463,1.9615964709809401,0.00753827107346264,0.9361008629082015,0.0010201762062405086
0.06000000000000001,-0.009999999999999995,True,,0.885495734344422,0.9410078290558597,38384.00340162604,14,-11.281158179900801,1.2887354695265492,-6.990413017309986,1.8907531161294686,0.007570621092441041,0.9401180812312975,0.0010980521949130746
0.06000000000000001,0.0,True,,0.893144129711785,0.9450630294915705,38219.300283991295,14,-10.821722084700706,1.3587375772414019,-7.0706031119817805,1.8561617348416817,0.007601518261555062,0.9439548849741177,0.001177847252300228
0.06999999999999999,-0.05,True,,0.8389456848845472,0.915939782346278,39434.52223345131,14,-12.100335945080436,1.172748519603594,-5.650215306120675,2.5742729661054415,0.0073667726228945785,0.9148042226043872,0.000710563693229783
0.06999999999999999,-0.04,True,,0.846664781392702,0.9201438916781994,39254.3471060382,14,-12.523240720525465,1.1170166704834128,-5.959349131050448,2.397403932928574,0.00740178353446574,0.9191518699911125,0.0007721761391129609
0.06999999999999999,-0.03,True,,0.8543088747547648,0.9242883071611178,39078.334575469904,14,-11.954166651486378,1.1926509489767942,-6.225450538334437,2.254919657965535,0.007435555044025617,0.9233456087055513,0.0008372845164068145
0.06999999999999999,-0.020000000000000004,True,,0.8618700034537262,0.9283695403521844,38906.541136339496,14,-11.427865579413359,1.2671511197061496,-6.438589968389699,2.146926268110049,0.007468024970645015,0.9273777171334354,0.000905421915744054
0.06999999999999999,-0.009999999999999995,True,,0.8693400469771493,0.9323840662394168,38739.022919083305,14,-10.939630278421621,1.3404177701835038,-6.588463520443485,2.074100396472176,0.007499130933500081,0.9312404488376221,0.0009761199581371053
0.06999999999999999,0.0,True,,0.8767107399555344,0.9363283291428998,38575.83562007593,14,-10.48556732551621,1.412353219864502,-6.6653231924542435,2.03771671222295,0.007528810522165491,0.9349260537050641,0.0010489109619206988
0.08,-0.06,True,,0.8167100455833148,0.9037201146280384,39967.73683221969,14,-11.35715784642062,1.2775084997104156,-4.993965058877307,2.9941918276816115,0.007266032093311473,0.902294285544077,0.000579660435752642
0.08,-0.05,True,,0.8242267616177389,0.907869352725236,39785.072161554024,14,-11.99314687844593,1.1873106044828359,-5.313953197778092,2.781511160115071,0.007300942989033636,0.9066295129844195,0.000629946811387983
0.08,-0.04,True,,0.831676175491029,0.91196281475235,39606.49176386145,14,-12.146307147382602,1.166557991843571,-5.602480182055357,2.6027239495311996,0.007334691688892207,0.9108204191951094,0.0006842736880397923
0.08,-0.03,True,,0.839050837244202,0.915997181897522,39432.051129910324,14,-11.629494162690264,1.2380750809087953,-5.851432454689357,2.457722702044047,0.007367219025962291,0.9148596568402774,0.0007421999270493146
0.08,-0.020000000000000004,True,,0.8463431401532311,0.9199690973903586,39261.805438787116,14,-11.109021379484359,1.314530362368321,-6.051747854089216,2.3469365102606896,0.0073984655465535966,0.9187398429735898,0.0008032817194841424
0.08,-0.009999999999999995,True,,0.8535453330796866,0.9238751718060653,39095.80949212789,14,-10.625933473367656,1.3897126699639748,-6.193978384476693,2.271319806639503,0.007428371663473122,0.9224535780703754,0.0008670745145643307
0.08,0.0,True,,0.8606495340435117,0.9277119887354651,38934.11764643723,14,-10.176450870273568,1.4635216357257859,-6.2690577793411535,2.232391440285507,0.007456877818049022,0.9259934661477137,0.0009331350747975798
0.09000000000000001,-0.06,True,,0.802561809207208,0.8958581412295186,40318.49022643755,14,-11.259354734387694,1.2919745355738745,-4.67060731727667,3.225636277699723,0.0072020139663171836,0.8943445284529469,0.0005180603168877396
0.09000000000000001,-0.05,True,,0.8098191929901783,0.8998995460551018,40137.421859778566,14,-11.847719752760169,1.2073569961367805,-4.9697408776988965,3.0109395668088603,0.007235689417054404,0.8985263386036735,0.000561231444242303
0.09000000000000001,-0.04,True,,0.8170093140786784,0.9038856753365873,39960.41612008807,14,-11.748759356927279,1.2211913595085464,-5.240101042551744,2.8292154581726283,0.007268218413385693,0.9025657822955372,0.0006085288454319137
0.09000000000000001,-0.03,True,,0.8241250478586772,0.9078133331575811,39787.527228537736,14,-11.332353818485352,1.2811618553527013,-5.474242626476036,2.680722527181025,0.007299544335427282,0.9064558284836821,0.0006595327292291705
0.09000000000000001,-0.020000000000000004,True,,0.8311591268122545,0.9116792894501083,39618.809080573614,14,-10.816803958634459,1.3595071397385614,-5.663846301049878,2.5662058841439013,0.00732961034331672,0.9101894188063474,0.0007138213809238125
0.09000000000000001,-0.009999999999999995,True,,0.838104152408291,0.9154802851008267,39454.31518217654,14,-10.338069010388448,1.4365417095902628,-5.8001803819425515,2.486898660202856,0.007358359523306168,0.9137594857267006,0.000770972993986891
0.09000000000000001,0.0,True,,0.8449526081179074,0.9192130373955253,39294.09858434704,14,-9.892463971005464,1.5121625984513754,-5.874735155107165,2.444570750273273,0.007385735041808318,0.9171589716622272,0.0008305676186653586
0.09999999999999999,-0.06,True,,0.7887093015694403,0.8880930703307173,40671.01626858348,14,-11.157594465912876,1.3071997837850733,-4.35610287908545,3.4678941942726476,0.007138549469363875,0.8864635210199338,0.00046819093772603647
0.09999999999999999,-0.05,True,balanced_knee,0.7957172235181451,0.8920298333117257,40491.524344359685,14,-11.697543783686982,1.2284132761669075,-4.637032648026235,3.250669839251552,0.007171030542878156,0.8904970136668009,0.0005044916150729111
